customer_id,last,freq,money,recency,R,F,M,Segment
1238,2024-12-31 10:36:00,7,3537.5,0,High,High,High,High High High
1239,2024-11-11 11:41:00,8,3190.76,50,High,High,High,High High High
1240,2024-12-12 20:17:00,4,1223.3000000000002,19,High,Med,Med,High Med Med
1241,2024-01-18 03:35:00,4,1035.8999999999999,348,Low,Med,Low,Low Med Low
1242,2024-12-31 22:18:00,4,3067.9700000000003,0,High,Med,High,High Med High
1244,2024-12-17 03:42:00,6,1377.4,14,High,Med,Med,High Med Med
1246,2023-12-04 05:13:00,2,459.86,393,Low,Low,Low,Low Low Low
1247,2024-08-23 14:22:00,2,383.06,130,Med,Low,Low,Med Low Low
1249,2024-11-23 21:48:00,8,2796.7799999999997,38,High,High,High,High High High
1250,2024-01-05 21:57:00,3,402.0,361,Low,Low,Low,Low Low Low
1251,2023-10-18 13:30:00,1,26.15,440,Low,Low,Low,Low Low Low
1252,2024-12-16 20:16:00,8,2957.58,15,High,High,High,High High High
1253,2024-11-09 09:44:00,7,2361.43,52,High,High,High,High High High
1254,2023-06-27 17:20:00,1,484.89,553,Low,Low,Low,Low Low Low
1255,2024-09-05 03:31:00,3,382.99,117,Med,Low,Low,Med Low Low
1256,2024-02-27 10:36:00,5,1310.35,308,Low,Med,Med,Low Med Med
1259,2024-03-21 14:45:00,2,357.03,285,Low,Low,Low,Low Low Low
1261,2024-08-19 14:00:00,8,1882.3,134,Med,High,Med,Med High Med
1262,2023-12-07 01:09:00,1,175.58,390,Low,Low,Low,Low Low Low
1263,2024-08-12 00:17:00,7,2749.0,141,Med,High,High,Med High High
1264,2024-09-03 14:22:00,6,3523.02,119,Med,Med,High,Med Med High
1266,2024-09-29 16:34:00,6,2650.44,93,Med,Med,High,Med Med High
1269,2024-08-18 22:43:00,6,1002.6899999999999,134,Med,Med,Low,Med Med Low
1270,2024-11-21 23:55:00,5,908.86,39,High,Med,Low,High Med Low
1271,2023-12-28 16:54:00,1,63.78,369,Low,Low,Low,Low Low Low
1272,2024-01-05 09:23:00,1,126.64,361,Low,Low,Low,Low Low Low
1274,2023-11-13 18:32:00,2,943.42,414,Low,Low,Low,Low Low Low
1276,2024-07-23 06:26:00,4,1716.17,161,Med,Med,Med,Med Med Med
1277,2023-02-03 01:26:00,1,733.48,697,Low,Low,Low,Low Low Low
1278,2024-11-26 22:11:00,4,1477.6100000000001,35,High,Med,Med,High Med Med
1281,2024-08-12 08:50:00,1,76.3,141,Med,Low,Low,Med Low Low
1282,2023-12-25 17:16:00,1,442.32,372,Low,Low,Low,Low Low Low
1283,2024-07-01 18:15:00,2,995.78,183,Med,Low,Low,Med Low Low
1284,2024-07-10 15:12:00,5,1900.8000000000002,174,Med,Med,Med,Med Med Med
1285,2024-11-04 14:14:00,2,376.64,57,High,Low,Low,High Low Low
1286,2024-12-20 15:00:00,4,2259.77,11,High,Med,Med,High Med Med
1288,2024-11-29 16:53:00,6,2177.44,32,High,Med,Med,High Med Med
1289,2024-07-22 07:54:00,5,2698.25,162,Med,Med,High,Med Med High
1290,2024-10-20 19:22:00,4,1625.48,72,Med,Med,Med,Med Med Med
1291,2023-11-15 16:18:00,2,175.32,412,Low,Low,Low,Low Low Low
1292,2024-08-04 17:12:00,4,1014.87,149,Med,Med,Low,Med Med Low
1293,2024-04-22 21:59:00,6,3330.84,253,Low,Med,High,Low Med High
1295,2024-06-21 00:00:00,6,2385.72,193,Low,Med,High,Low Med High
1296,2024-12-11 13:46:00,6,2733.01,20,High,Med,High,High Med High
1297,2024-09-09 21:39:00,3,1103.02,113,Med,Low,Low,Med Low Low
1298,2024-09-28 09:43:00,8,4634.55,94,Med,High,High,Med High High
1299,2024-05-05 01:32:00,3,575.7,240,Low,Low,Low,Low Low Low
1300,2024-03-07 21:11:00,1,187.4,299,Low,Low,Low,Low Low Low
1301,2024-03-23 06:19:00,6,5618.69,283,Low,Med,High,Low Med High
1302,2024-12-02 21:31:00,4,2183.92,29,High,Med,Med,High Med Med
1303,2024-11-25 21:39:00,7,2372.54,36,High,High,High,High High High
1305,2024-09-09 20:57:00,7,2553.9,113,Med,High,High,Med High High
1306,2024-08-01 13:11:00,7,1533.17,152,Med,High,Med,Med High Med
1307,2024-01-25 03:38:00,7,3155.88,341,Low,High,High,Low High High
1309,2024-09-16 08:33:00,7,6894.52,106,Med,High,High,Med High High
1310,2024-12-18 10:58:00,6,4718.462735169743,13,High,Med,High,High Med High
1311,2024-12-14 02:23:00,8,1763.53,17,High,High,Med,High High Med
1312,2024-12-01 22:48:00,7,2781.89,29,High,High,High,High High High
1313,2024-10-15 15:34:00,7,2997.8,77,Med,High,High,Med High High
1315,2024-01-30 12:11:00,3,551.76,336,Low,Low,Low,Low Low Low
1316,2024-09-21 06:33:00,2,292.41,101,Med,Low,Low,Med Low Low
1317,2024-12-24 00:30:00,6,4582.37,7,High,Med,High,High Med High
1318,2024-11-23 11:43:00,5,1351.69,38,High,Med,Med,High Med Med
1319,2024-11-15 00:09:00,3,467.91999999999996,46,High,Low,Low,High Low Low
1320,2024-04-28 12:18:00,3,650.7,247,Low,Low,Low,Low Low Low
1321,2024-07-30 00:11:00,6,1487.89,154,Med,Med,Med,Med Med Med
1322,2024-11-19 22:18:00,3,1788.24,42,High,Low,Med,High Low Med
1323,2024-09-29 13:09:00,5,1831.99,93,Med,Med,Med,Med Med Med
1325,2023-11-01 15:48:00,4,942.96,426,Low,Med,Low,Low Med Low
1328,2024-04-17 20:56:00,3,990.21,258,Low,Low,Low,Low Low Low
1329,2023-10-26 04:13:00,1,151.78,432,Low,Low,Low,Low Low Low
1330,2024-08-13 01:17:00,3,1188.71,140,Med,Low,Med,Med Low Med
1331,2023-09-08 06:05:00,1,741.42,480,Low,Low,Low,Low Low Low
1332,2024-09-06 00:10:00,4,2410.53,116,Med,Med,High,Med Med High
1333,2024-12-05 21:32:00,5,816.73,26,High,Med,Low,High Med Low
1334,2024-09-13 13:15:00,2,674.2,109,Med,Low,Low,Med Low Low
1337,2024-12-20 09:20:00,8,2537.68,11,High,High,High,High High High
1338,2024-10-24 17:45:00,5,1391.95,68,Med,Med,Med,Med Med Med
1340,2024-10-17 08:52:00,7,2335.29,75,Med,High,High,Med High High
1342,2024-12-20 14:09:00,6,3403.558871728838,11,High,Med,High,High Med High
1344,2024-04-25 05:46:00,5,2077.58,250,Low,Med,Med,Low Med Med
1345,2024-09-18 12:51:00,6,1184.78,104,Med,Med,Med,Med Med Med
1347,2024-12-04 18:24:00,5,3246.54,27,High,Med,High,High Med High
1348,2024-02-27 19:59:00,8,2230.17,308,Low,High,Med,Low High Med
1350,2023-08-01 17:23:00,2,260.73,518,Low,Low,Low,Low Low Low
1351,2024-05-14 13:56:00,2,340.26,231,Low,Low,Low,Low Low Low
1353,2024-01-22 20:39:00,4,1636.19,344,Low,Med,Med,Low Med Med
1354,2024-11-10 12:54:00,2,1751.19,51,High,Low,Med,High Low Med
1355,2024-04-25 13:40:00,5,2386.34,250,Low,Med,High,Low Med High
1356,2024-07-24 23:27:00,4,1187.03,159,Med,Med,Med,Med Med Med
1357,2024-08-28 19:24:00,6,2255.19,125,Med,Med,Med,Med Med Med
1358,2024-03-12 14:22:00,3,681.9000000000001,294,Low,Low,Low,Low Low Low
1359,2024-12-12 18:59:00,7,1621.9,19,High,High,Med,High High Med
1361,2024-12-02 03:32:00,7,1645.65,29,High,High,Med,High High Med
1363,2024-09-29 19:03:00,7,3686.9799999999996,93,Med,High,High,Med High High
1365,2024-12-20 18:05:00,3,5111.1,11,High,Low,High,High Low High
1366,2024-11-13 00:06:00,6,1710.77,48,High,Med,Med,High Med Med
1367,2024-12-02 09:59:00,6,5333.46,29,High,Med,High,High Med High
1369,2024-07-11 01:09:00,3,2428.35,173,Med,Low,High,Med Low High
1370,2023-01-02 16:42:00,1,295.11,729,Low,Low,Low,Low Low Low
1372,2024-10-12 20:37:00,7,2924.27,80,Med,High,High,Med High High
1373,2024-08-31 04:50:00,3,585.23,122,Med,Low,Low,Med Low Low
1374,2024-07-02 21:35:00,7,2295.9,182,Med,High,Med,Med High Med
1375,2024-10-09 18:22:00,6,1031.75,83,Med,Med,Low,Med Med Low
1376,2023-08-17 23:46:00,2,648.84,501,Low,Low,Low,Low Low Low
1377,2024-11-11 15:53:00,6,2038.9,50,High,Med,Med,High Med Med
1378,2024-05-03 05:00:00,6,4335.68,242,Low,Med,High,Low Med High
1379,2024-12-01 09:14:00,6,2197.67,30,High,Med,Med,High Med Med
1380,2024-10-25 07:46:00,7,5491.92,67,Med,High,High,Med High High
1381,2023-02-21 16:19:00,4,974.74,679,Low,Med,Low,Low Med Low
1382,2024-12-08 16:37:00,6,813.26,23,High,Med,Low,High Med Low
1383,2023-04-19 04:04:00,4,1133.94,622,Low,Med,Med,Low Med Med
1384,2024-12-30 16:12:00,6,2393.54,1,High,Med,High,High Med High
1386,2024-02-19 22:03:00,3,1582.28,316,Low,Low,Med,Low Low Med
1388,2024-12-19 10:35:00,8,2012.3400000000001,12,High,High,Med,High High Med
1389,2024-01-11 01:10:00,7,766.31,355,Low,High,Low,Low High Low
1390,2024-09-29 15:34:00,3,1102.81,93,Med,Low,Low,Med Low Low
1392,2024-09-18 12:55:00,2,2413.95,104,Med,Low,High,Med Low High
1395,2024-11-26 02:24:00,8,5915.21,35,High,High,High,High High High
1396,2024-07-14 04:19:00,6,2269.42,170,Med,Med,Med,Med Med Med
1397,2024-12-06 11:04:00,2,232.95999999999998,25,High,Low,Low,High Low Low
1398,2024-09-26 01:51:00,7,1754.76,96,Med,High,Med,Med High Med
1399,2024-12-27 19:54:00,6,1052.06,4,High,Med,Low,High Med Low
1400,2023-08-15 21:53:00,3,2406.9700000000003,504,Low,Low,High,Low Low High
1401,2024-09-03 04:42:00,7,1683.66,119,Med,High,Med,Med High Med
1402,2023-01-03 12:27:00,1,178.26,728,Low,Low,Low,Low Low Low
1403,2024-05-17 11:03:00,2,288.07,228,Low,Low,Low,Low Low Low
1404,2024-08-06 16:58:00,8,4743.299999999999,147,Med,High,High,Med High High
1405,2024-07-20 00:48:00,1,202.82,164,Med,Low,Low,Med Low Low
1406,2024-11-30 01:20:00,8,6282.515665708777,31,High,High,High,High High High
1408,2024-09-30 22:34:00,3,573.72,91,Med,Low,Low,Med Low Low
1409,2023-06-11 20:40:00,2,300.75,569,Low,Low,Low,Low Low Low
1410,2024-11-29 10:19:00,5,1613.7499855801889,32,High,Med,Med,High Med Med
1411,2024-12-09 17:40:00,7,2776.69,22,High,High,High,High High High
1412,2024-06-05 17:46:00,4,1551.45,209,Low,Med,Med,Low Med Med
1414,2024-06-07 09:09:00,2,264.42,207,Low,Low,Low,Low Low Low
1416,2024-07-05 07:05:00,4,2546.99,179,Med,Med,High,Med Med High
1417,2024-11-06 05:01:00,3,975.4399999999999,55,High,Low,Low,High Low Low
1418,2024-07-10 22:22:00,1,233.36,173,Med,Low,Low,Med Low Low
1421,2024-11-27 23:08:00,5,2097.0199999999995,33,High,Med,Med,High Med Med
1422,2024-06-13 02:37:00,5,4198.74,201,Low,Med,High,Low Med High
1423,2023-01-11 22:04:00,3,958.76,720,Low,Low,Low,Low Low Low
1424,2024-11-22 18:47:00,1,246.79,39,High,Low,Low,High Low Low
1425,2024-08-15 04:08:00,2,380.96000000000004,138,Med,Low,Low,Med Low Low
1426,2024-11-18 09:27:00,6,2829.7200000000003,43,High,Med,High,High Med High
1428,2023-09-14 18:21:00,4,858.75,474,Low,Med,Low,Low Med Low
1430,2024-08-09 11:45:00,3,833.4200000000001,144,Med,Low,Low,Med Low Low
1431,2024-03-12 15:22:00,6,2069.44,294,Low,Med,Med,Low Med Med
1432,2024-09-24 13:18:00,5,638.63,98,Med,Med,Low,Med Med Low
1433,2024-11-02 13:57:00,8,5280.889999999999,59,Med,High,High,Med High High
1434,2024-12-20 07:50:00,8,5765.210000000001,11,High,High,High,High High High
1436,2024-12-05 04:02:00,5,2622.47,26,High,Med,High,High Med High
1437,2024-10-10 16:11:00,3,789.6600000000001,82,Med,Low,Low,Med Low Low
1438,2024-12-06 12:21:00,8,1595.08,25,High,High,Med,High High Med
1439,2024-10-24 20:28:00,4,2868.0024549590476,68,Med,Med,High,Med Med High
1440,2024-03-14 00:10:00,4,424.09000000000003,292,Low,Med,Low,Low Med Low
1441,2024-12-02 02:15:00,3,998.4399999999999,29,High,Low,Low,High Low Low
1442,2024-06-06 23:06:00,7,1954.98,207,Low,High,Med,Low High Med
1443,2024-09-19 10:55:00,8,3931.86,103,Med,High,High,Med High High
1444,2024-08-29 05:11:00,2,785.0899999999999,124,Med,Low,Low,Med Low Low
1445,2024-04-21 15:38:00,4,1890.6999999999998,254,Low,Med,Med,Low Med Med
1446,2024-11-24 22:19:00,2,1293.98,36,High,Low,Med,High Low Med
1447,2024-12-01 07:03:00,3,4247.567896163884,30,High,Low,High,High Low High
1448,2024-08-28 17:57:00,3,311.84,125,Med,Low,Low,Med Low Low
1449,2024-04-10 20:25:00,5,1176.35,265,Low,Med,Med,Low Med Med
1450,2024-12-26 05:57:00,5,3289.92,5,High,Med,High,High Med High
1451,2024-12-31 21:09:00,5,1576.06,0,High,Med,Med,High Med Med
1452,2024-09-18 20:17:00,4,1323.96,104,Med,Med,Med,Med Med Med
1453,2023-07-23 00:43:00,1,61.36,527,Low,Low,Low,Low Low Low
1454,2024-10-29 14:38:00,2,1656.3200000000002,63,Med,Low,Med,Med Low Med
1455,2024-09-11 13:18:00,8,5354.799999999999,111,Med,High,High,Med High High
1456,2024-12-25 13:38:00,2,446.72999999999996,6,High,Low,Low,High Low Low
1458,2024-12-31 17:11:00,6,5030.466038096494,0,High,Med,High,High Med High
1459,2024-11-10 15:16:00,6,2472.91,51,High,Med,High,High Med High
1460,2024-05-07 02:21:00,5,3656.44,238,Low,Med,High,Low Med High
1461,2024-08-01 16:43:00,8,1637.94,152,Med,High,Med,Med High Med
1462,2024-09-11 02:35:00,7,2400.1800000000003,111,Med,High,High,Med High High
1463,2024-12-04 10:09:00,8,2015.2199999999998,27,High,High,Med,High High Med
1464,2024-07-30 13:37:00,6,1445.42,154,Med,Med,Med,Med Med Med
1465,2024-12-16 21:46:00,8,2295.77,15,High,High,Med,High High Med
1466,2024-11-01 20:30:00,8,4607.016787719383,60,Med,High,High,Med High High
1467,2024-09-19 06:15:00,1,449.70000000000005,103,Med,Low,Low,Med Low Low
1468,2024-08-26 16:08:00,4,1516.97,127,Med,Med,Med,Med Med Med
1470,2024-03-27 22:14:00,5,887.3199999999999,279,Low,Med,Low,Low Med Low
1471,2024-11-28 18:13:00,5,1256.3,33,High,Med,Med,High Med Med
1472,2023-10-01 01:58:00,1,85.36,457,Low,Low,Low,Low Low Low
1473,2024-02-17 00:36:00,4,729.97,318,Low,Med,Low,Low Med Low
1474,2024-03-02 18:20:00,3,2828.46,304,Low,Low,High,Low Low High
1475,2024-12-29 03:00:00,8,6232.8,2,High,High,High,High High High
1477,2024-09-13 08:57:00,7,4881.23,109,Med,High,High,Med High High
1478,2024-07-22 04:16:00,5,1442.1599999999999,162,Med,Med,Med,Med Med Med
1479,2024-11-21 04:02:00,3,1584.14,40,High,Low,Med,High Low Med
1481,2024-12-10 10:45:00,8,4514.24,21,High,High,High,High High High
1482,2024-12-12 00:15:00,2,515.86,19,High,Low,Low,High Low Low
1483,2024-10-29 01:52:00,8,1988.24,63,Med,High,Med,Med High Med
1484,2024-04-26 05:32:00,6,1829.6499999999999,249,Low,Med,Med,Low Med Med
1485,2024-11-17 23:08:00,7,4569.43,43,High,High,High,High High High
1487,2023-12-28 21:28:00,3,754.23,369,Low,Low,Low,Low Low Low
1488,2024-11-22 01:04:00,6,2097.43,39,High,Med,Med,High Med Med
1489,2024-04-02 23:50:00,2,512.16,272,Low,Low,Low,Low Low Low
1490,2024-11-05 05:10:00,7,4643.4,56,High,High,High,High High High
1491,2024-03-24 09:21:00,3,3082.82,282,Low,Low,High,Low Low High
1492,2024-06-18 06:55:00,1,103.02,196,Low,Low,Low,Low Low Low
1493,2024-04-06 01:29:00,5,2695.42,269,Low,Med,High,Low Med High
1494,2024-12-15 16:33:00,7,2038.63,16,High,High,Med,High High Med
1495,2024-10-12 08:09:00,8,4245.070000000001,80,Med,High,High,Med High High
1496,2024-11-03 19:28:00,6,1067.02,58,High,Med,Low,High Med Low
1497,2024-06-09 07:09:00,8,3014.64,205,Low,High,High,Low High High
1498,2024-12-21 22:45:00,8,3459.35,9,High,High,High,High High High
1500,2024-06-24 16:42:00,4,2079.07,190,Low,Med,Med,Low Med Med
1501,2024-12-24 08:04:00,7,4218.46,7,High,High,High,High High High
1502,2024-05-29 09:17:00,5,2126.9100000000003,216,Low,Med,Med,Low Med Med
1505,2024-12-29 11:12:00,8,2919.57,2,High,High,High,High High High
1506,2023-12-12 02:54:00,2,746.01,385,Low,Low,Low,Low Low Low
1507,2024-07-19 13:28:00,3,4057.9799999999996,165,Med,Low,High,Med Low High
1508,2024-12-14 20:25:00,4,2173.04,17,High,Med,Med,High Med Med
1509,2024-04-16 19:47:00,2,337.85,259,Low,Low,Low,Low Low Low
1510,2024-03-05 05:11:00,3,1256.8600000000001,301,Low,Low,Med,Low Low Med
1511,2024-10-20 03:18:00,7,3018.3399999999997,72,Med,High,High,Med High High
1512,2024-08-19 09:20:00,6,2864.7799999999997,134,Med,Med,High,Med Med High
1513,2024-03-03 09:35:00,4,1349.59,303,Low,Med,Med,Low Med Med
1514,2024-10-30 02:32:00,8,4763.511294573609,62,Med,High,High,Med High High
1516,2024-08-02 18:35:00,7,1083.1100000000001,151,Med,High,Low,Med High Low
1517,2024-06-19 06:46:00,3,1648.72,195,Low,Low,Med,Low Low Med
1518,2024-05-06 09:14:00,7,1769.2,239,Low,High,Med,Low High Med
1520,2024-12-03 22:04:00,3,2146.0699999999997,28,High,Low,Med,High Low Med
1521,2024-11-22 00:29:00,7,2978.12,39,High,High,High,High High High
1522,2024-10-10 10:05:00,3,907.31,82,Med,Low,Low,Med Low Low
1523,2024-07-28 15:47:00,6,2196.56,156,Med,Med,Med,Med Med Med
1526,2024-12-19 10:53:00,8,2107.2200000000003,12,High,High,Med,High High Med
1527,2024-03-20 15:50:00,6,2822.09,286,Low,Med,High,Low Med High
1528,2024-10-15 21:20:00,2,523.99,77,Med,Low,Low,Med Low Low
1529,2024-12-28 08:30:00,8,1845.25,3,High,High,Med,High High Med
1530,2024-05-03 21:29:00,6,2015.8400000000001,242,Low,Med,Med,Low Med Med
1531,2024-12-22 12:23:00,8,1783.08,9,High,High,Med,High High Med
1533,2023-03-12 02:31:00,4,1158.03,660,Low,Med,Med,Low Med Med
1534,2023-06-22 02:54:00,1,20.77,558,Low,Low,Low,Low Low Low
1535,2024-12-11 02:15:00,2,271.82,20,High,Low,Low,High Low Low
1536,2024-11-09 02:34:00,4,616.4200000000001,52,High,Med,Low,High Med Low
1537,2024-10-27 20:56:00,6,1580.67,65,Med,Med,Med,Med Med Med
1538,2023-12-06 02:43:00,1,1158.21,391,Low,Low,Med,Low Low Med
1539,2024-03-20 20:39:00,4,2468.8900000000003,286,Low,Med,High,Low Med High
1540,2024-06-19 02:32:00,8,2162.37,195,Low,High,Med,Low High Med
1543,2024-03-28 07:16:00,7,1685.13,278,Low,High,Med,Low High Med
1544,2024-07-09 23:32:00,3,1087.69,174,Med,Low,Low,Med Low Low
1545,2024-11-03 09:02:00,7,2180.17,58,High,High,Med,High High Med
1546,2024-07-08 17:41:00,3,863.0300000000001,176,Med,Low,Low,Med Low Low
1547,2024-03-02 08:55:00,5,1411.73,304,Low,Med,Med,Low Med Med
1548,2024-10-09 01:50:00,6,1613.9299999999998,83,Med,Med,Med,Med Med Med
1549,2024-12-22 19:48:00,5,2440.71,9,High,Med,High,High Med High
1551,2024-05-04 22:31:00,5,888.95,240,Low,Med,Low,Low Med Low
1552,2024-06-18 11:26:00,6,4800.951839311383,196,Low,Med,High,Low Med High
1553,2024-04-11 00:18:00,4,824.0,264,Low,Med,Low,Low Med Low
1554,2024-10-19 12:44:00,6,1905.8400000000001,73,Med,Med,Med,Med Med Med
1555,2024-11-29 22:48:00,3,1028.6799999999998,31,High,Low,Low,High Low Low
1556,2023-02-27 22:51:00,2,376.2,672,Low,Low,Low,Low Low Low
1557,2024-12-20 21:46:00,2,414.49,11,High,Low,Low,High Low Low
1558,2024-04-23 09:44:00,1,371.31,252,Low,Low,Low,Low Low Low
1559,2024-10-01 18:20:00,4,3248.74,91,Med,Med,High,Med Med High
1562,2023-05-31 23:08:00,3,1403.6399999999999,579,Low,Low,Med,Low Low Med
1564,2024-07-01 08:31:00,5,4543.16,183,Med,Med,High,Med Med High
1565,2024-11-29 13:22:00,6,1892.0,32,High,Med,Med,High Med Med
1568,2024-11-25 11:34:00,3,1252.92,36,High,Low,Med,High Low Med
1569,2024-06-14 11:37:00,7,1097.46,200,Low,High,Low,Low High Low
1570,2024-04-23 06:13:00,1,694.14,252,Low,Low,Low,Low Low Low
1571,2024-10-08 19:42:00,6,1369.55,84,Med,Med,Med,Med Med Med
1572,2024-05-16 06:46:00,4,430.52,229,Low,Med,Low,Low Med Low
1573,2024-04-18 05:30:00,2,493.71000000000004,257,Low,Low,Low,Low Low Low
1574,2023-04-12 03:30:00,3,2518.2400000000002,629,Low,Low,High,Low Low High
1575,2024-11-26 15:20:00,3,726.47,35,High,Low,Low,High Low Low
1576,2024-10-23 07:07:00,8,4251.088716689932,69,Med,High,High,Med High High
1577,2024-12-16 03:13:00,7,1901.41,15,High,High,Med,High High Med
1578,2024-11-22 23:27:00,8,3335.18,38,High,High,High,High High High
1579,2024-09-09 14:06:00,7,1744.25,113,Med,High,Med,Med High Med
1582,2024-09-28 04:55:00,5,2145.964037241339,94,Med,Med,Med,Med Med Med
1583,2024-08-19 20:28:00,2,1990.9499999999998,134,Med,Low,Med,Med Low Med
1585,2024-07-17 12:20:00,6,1761.3318833079602,167,Med,Med,Med,Med Med Med
1586,2023-12-05 03:21:00,2,679.9,392,Low,Low,Low,Low Low Low
1589,2023-11-06 18:08:00,3,709.35,421,Low,Low,Low,Low Low Low
1591,2024-12-14 05:42:00,7,2888.68,17,High,High,High,High High High
1592,2024-12-07 12:12:00,8,7864.8099999999995,24,High,High,High,High High High
1593,2024-10-20 04:30:00,1,173.02,72,Med,Low,Low,Med Low Low
1594,2024-12-22 05:10:00,8,2091.37,9,High,High,Med,High High Med
1595,2024-03-27 18:42:00,4,1799.8200000000002,279,Low,Med,Med,Low Med Med
1597,2024-08-22 14:12:00,4,1202.25,131,Med,Med,Med,Med Med Med
1600,2024-06-12 19:01:00,3,371.4,202,Low,Low,Low,Low Low Low
1601,2024-07-02 09:04:00,8,2616.4700000000003,182,Med,High,High,Med High High
1602,2024-06-02 02:00:00,3,432.13,212,Low,Low,Low,Low Low Low
1603,2024-12-24 07:53:00,2,993.93,7,High,Low,Low,High Low Low
1605,2024-07-21 07:06:00,5,3375.8,163,Med,Med,High,Med Med High
1606,2024-12-24 02:54:00,1,408.24,7,High,Low,Low,High Low Low
1607,2023-08-17 12:49:00,1,1916.6999999999998,502,Low,Low,Med,Low Low Med
1608,2024-07-30 05:21:00,5,1811.4399999999998,154,Med,Med,Med,Med Med Med
1610,2024-02-23 17:45:00,4,1497.73,312,Low,Med,Med,Low Med Med
1611,2024-08-25 01:19:00,4,974.47,128,Med,Med,Low,Med Med Low
1613,2024-01-10 04:15:00,1,241.25,356,Low,Low,Low,Low Low Low
1614,2023-10-07 05:50:00,1,95.4,451,Low,Low,Low,Low Low Low
1615,2023-12-08 10:56:00,5,3527.9,389,Low,Med,High,Low Med High
1616,2024-08-18 01:46:00,7,1752.03,135,Med,High,Med,Med High Med
1617,2023-09-06 21:10:00,3,811.5999999999999,482,Low,Low,Low,Low Low Low
1618,2024-05-25 12:16:00,2,441.91,220,Low,Low,Low,Low Low Low
1619,2024-09-02 17:48:00,8,5677.5599999999995,120,Med,High,High,Med High High
1621,2024-09-08 20:21:00,6,1947.55,114,Med,Med,Med,Med Med Med
1623,2024-11-26 04:29:00,6,2289.04,35,High,Med,Med,High Med Med
1624,2023-12-24 19:30:00,2,506.33,373,Low,Low,Low,Low Low Low
1625,2023-08-15 20:15:00,3,918.94,504,Low,Low,Low,Low Low Low
1626,2024-10-22 13:52:00,3,1900.1499999999999,70,Med,Low,Med,Med Low Med
1627,2024-07-19 09:06:00,6,1450.54,165,Med,Med,Med,Med Med Med
1628,2024-01-16 01:45:00,5,2648.79,350,Low,Med,High,Low Med High
1629,2024-10-17 06:02:00,7,4253.54,75,Med,High,High,Med High High
1630,2024-12-18 00:25:00,5,2176.7400000000002,13,High,Med,Med,High Med Med
1631,2024-10-11 01:26:00,8,1981.69,81,Med,High,Med,Med High Med
1632,2024-12-12 10:33:00,7,4078.45,19,High,High,High,High High High
1633,2024-02-01 12:10:00,4,954.8199999999999,334,Low,Med,Low,Low Med Low
1634,2024-10-18 17:32:00,7,1842.5999818951213,74,Med,High,Med,Med High Med
1635,2024-05-18 04:12:00,3,979.1399999999999,227,Low,Low,Low,Low Low Low
1637,2023-07-05 12:28:00,3,1741.94,545,Low,Low,Med,Low Low Med
1638,2024-12-04 06:12:00,7,1942.63,27,High,High,Med,High High Med
1640,2023-08-13 15:07:00,2,169.2,506,Low,Low,Low,Low Low Low
1642,2024-10-01 06:36:00,5,1113.1100000000001,91,Med,Med,Low,Med Med Low
1644,2024-07-17 14:56:00,8,2674.04,167,Med,High,High,Med High High
1645,2024-06-03 08:32:00,4,1541.2199999999998,211,Low,Med,Med,Low Med Med
1646,2024-03-08 17:19:00,3,1956.4099999999999,298,Low,Low,Med,Low Low Med
1648,2024-01-14 10:51:00,1,325.46,352,Low,Low,Low,Low Low Low
1649,2024-04-11 11:33:00,6,1767.27,264,Low,Med,Med,Low Med Med
1650,2024-10-02 17:50:00,1,731.52,90,Med,Low,Low,Med Low Low
1651,2024-08-27 21:49:00,8,3004.1,126,Med,High,High,Med High High
1652,2024-10-13 14:18:00,7,2075.96,79,Med,High,Med,Med High Med
1653,2024-12-29 12:09:00,8,6545.0,2,High,High,High,High High High
1654,2023-08-13 03:56:00,1,291.44,506,Low,Low,Low,Low Low Low
1655,2024-06-24 14:49:00,2,901.98,190,Low,Low,Low,Low Low Low
1656,2024-11-26 23:33:00,4,1263.03,34,High,Med,Med,High Med Med
1657,2023-06-28 07:12:00,1,388.66,552,Low,Low,Low,Low Low Low
1658,2024-09-18 05:20:00,8,3305.0600000000004,104,Med,High,High,Med High High
1659,2024-03-04 08:50:00,5,1633.18,302,Low,Med,Med,Low Med Med
1660,2024-09-22 09:57:00,8,2023.7,100,Med,High,Med,Med High Med
1661,2024-05-03 22:17:00,3,947.81,242,Low,Low,Low,Low Low Low
1662,2024-03-27 18:49:00,1,197.98,279,Low,Low,Low,Low Low Low
1663,2023-04-23 21:49:00,4,889.85,618,Low,Med,Low,Low Med Low
1665,2024-08-18 14:36:00,5,1433.47,135,Med,Med,Med,Med Med Med
1667,2024-10-04 17:40:00,7,2027.07,88,Med,High,Med,Med High Med
1668,2024-12-30 16:01:00,8,1863.67,1,High,High,Med,High High Med
1672,2024-10-06 18:11:00,1,254.79,86,Med,Low,Low,Med Low Low
1674,2024-08-25 20:24:00,3,1568.7,128,Med,Low,Med,Med Low Med
1676,2023-05-22 10:25:00,3,850.5300000000001,589,Low,Low,Low,Low Low Low
1678,2024-10-08 14:02:00,6,3048.04,84,Med,Med,High,Med Med High
1679,2024-11-05 02:20:00,5,2155.4900000000002,56,High,Med,Med,High Med Med
1680,2024-10-30 23:56:00,3,708.58,61,Med,Low,Low,Med Low Low
1682,2024-12-29 12:50:00,8,4178.889999999999,2,High,High,High,High High High
1684,2024-11-05 14:21:00,6,2555.87,56,High,Med,High,High Med High
